
[Gradient Statistics for Epoch 1]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -3.37321e+00 | std:  2.86956e+01 | min: -1.05234e+02 | max:  6.15710e+01
xlstm.layers.0.slstm.Rz.block.weight     | mean: -8.27318e-01 | std:  5.87060e+02 | min: -4.87600e+03 | max:  4.14800e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -3.15729e+02 | std:  1.65700e+03 | min: -6.91200e+03 | max:  3.24200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -9.74668e-01 | std:  7.43451e+01 | min: -2.99250e+02 | max:  3.67750e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -4.84934e+01 | std:  2.28691e+02 | min: -6.31000e+02 | max:  6.37000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -1.02477e+00 | std:  1.08070e+02 | min: -6.49000e+02 | max:  8.19500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -1.08563e+02 | std:  3.17052e+02 | min: -1.71400e+03 | max:  9.41000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.95016e+00 | std:  7.85281e+01 | min: -3.75500e+02 | max:  4.10500e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -5.26398e+01 | std:  2.16805e+02 | min: -5.80000e+02 | max:  3.87500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.55527e+02 | std:  4.27883e+02 | min: -1.10495e+03 | max:  9.86368e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  2.20593e+02 | std:  5.24899e+02 | min: -1.03681e+03 | max:  1.92638e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  1.29826e+03 | std:  1.14263e+03 | min: -4.96750e+02 | max:  3.23800e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -3.65967e+03 | std:  2.32573e+03 | min: -5.54000e+03 | max: -1.05900e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -1.51842e+01 | std:  2.40657e+02 | min: -3.28400e+03 | max:  1.20100e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -1.79210e+01 | std:  2.32680e+02 | min: -8.42000e+02 | max:  6.29500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -3.90410e+00 | std:  2.51763e+02 | min: -1.45600e+03 | max:  1.63000e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  1.21767e+01 | std:  3.32673e+02 | min: -8.94000e+02 | max:  1.22500e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  5.62086e-01 | std:  5.42492e+01 | min: -3.75500e+02 | max:  5.60500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean:  2.49292e-01 | std:  5.41234e+01 | min: -2.12125e+02 | max:  1.87250e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -4.47692e+01 | std:  2.45043e+02 | min: -2.02300e+03 | max:  1.22400e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -7.19694e+01 | std:  2.70887e+02 | min: -1.35900e+03 | max:  9.46500e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  6.10902e+00 | std:  1.50669e+02 | min: -9.36000e+02 | max:  7.31000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -6.69181e+01 | std:  1.97256e+02 | min: -6.15000e+02 | max:  3.87750e+02
classifier.weight                        | mean: -1.07574e-03 | std:  8.56300e+02 | min: -3.60000e+03 | max:  3.74400e+03
classifier.bias                          | mean: -4.16667e-03 | std:  1.94396e+03 | min: -4.60400e+03 | max:  4.38000e+03

[Gradient Statistics for Epoch 7]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.77283e+00 | std:  6.03123e+01 | min: -1.40011e+02 | max:  1.41032e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.97583e+01 | std:  2.59939e+01 | min: -7.69340e+01 | max:  5.23101e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  8.94601e+01 | std:  5.51737e+01 | min:  2.21094e+01 | max:  1.62250e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  5.11125e+02 | std:  2.77528e+02 | min:  1.97375e+02 | max:  7.24500e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -2.40995e+01 | std:  1.60140e+03 | min: -2.58880e+04 | max:  1.44160e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean: -7.29575e+01 | std:  2.16454e+03 | min: -6.18800e+03 | max:  1.11440e+04
xlstm.layers.0.slstm.Wi.block.weight     | mean:  8.52996e+00 | std:  4.16955e+01 | min: -1.77000e+02 | max:  1.28125e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -4.44100e+01 | std:  2.15981e+02 | min: -5.28000e+02 | max:  7.77000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  9.35579e+00 | std:  6.47355e+01 | min: -3.95000e+02 | max:  2.34500e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -5.04229e+01 | std:  3.36314e+02 | min: -9.51500e+02 | max:  1.30000e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean: -6.07605e+00 | std:  1.79167e+02 | min: -9.92500e+02 | max:  9.12000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -4.17990e+01 | std:  2.26327e+02 | min: -6.24500e+02 | max:  6.60000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  1.66509e+00 | std:  8.31075e+02 | min: -9.99200e+03 | max:  1.03760e+04
xlstm.layers.0.slstm.Rz.block.bias       | mean: -7.29575e+01 | std:  2.16454e+03 | min: -6.18800e+03 | max:  1.11440e+04
xlstm.layers.0.slstm.Ri.block.weight     | mean: -2.73957e+00 | std:  9.36234e+01 | min: -4.90500e+02 | max:  5.97000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -4.44100e+01 | std:  2.15981e+02 | min: -5.28000e+02 | max:  7.77000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -2.85880e+00 | std:  1.51125e+02 | min: -1.20000e+03 | max:  1.44300e+03
xlstm.layers.0.slstm.Rf.block.bias       | mean: -5.04229e+01 | std:  3.36314e+02 | min: -9.51500e+02 | max:  1.30000e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.69720e+00 | std:  9.92885e+01 | min: -4.75000e+02 | max:  4.54750e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -4.17990e+01 | std:  2.26327e+02 | min: -6.24500e+02 | max:  6.60000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.53525e+02 | std:  5.67076e+02 | min: -2.23376e+03 | max:  1.01611e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  4.48977e+01 | std:  5.93703e+02 | min: -1.66815e+03 | max:  1.57325e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  4.01111e+02 | std:  1.97436e+03 | min: -3.12200e+03 | max:  2.84400e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -6.43500e+02 | std:  1.26765e+03 | min: -1.71000e+03 | max:  7.58000e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  2.55787e+01 | std:  2.66765e+02 | min: -2.39400e+03 | max:  2.96800e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  4.26098e+01 | std:  2.51575e+02 | min: -9.38500e+02 | max:  9.78000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -8.02483e+00 | std:  4.07613e+02 | min: -4.09600e+03 | max:  4.13200e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -2.65036e+01 | std:  5.88974e+02 | min: -1.31700e+03 | max:  3.63400e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  1.30468e-01 | std:  6.63158e+01 | min: -5.29000e+02 | max:  5.92500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -6.86090e-01 | std:  5.74871e+01 | min: -1.59000e+02 | max:  2.06375e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -1.56293e+01 | std:  3.41621e+02 | min: -2.52800e+03 | max:  6.50800e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -2.46455e+01 | std:  2.83301e+02 | min: -7.06500e+02 | max:  1.22600e+03
xlstm.layers.0.mlstm.Wo.weight           | mean: -5.17727e+00 | std:  1.72653e+02 | min: -1.06800e+03 | max:  1.00550e+03
xlstm.layers.0.mlstm.Wo.bias             | mean: -4.52442e+01 | std:  2.28263e+02 | min: -6.07500e+02 | max:  6.01500e+02
classifier.weight                        | mean:  2.65096e-03 | std:  8.50415e+02 | min: -4.35200e+03 | max:  4.39600e+03
classifier.bias                          | mean:  4.16667e-02 | std:  2.03787e+03 | min: -4.04800e+03 | max:  5.36400e+03

[Gradient Statistics for Epoch 8]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.07947e+00 | std:  1.33862e+02 | min: -3.96417e+02 | max:  2.75226e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -3.74383e+01 | std:  1.88306e+02 | min: -4.16520e+02 | max:  2.68296e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  1.01991e+02 | std:  2.74550e+02 | min: -3.97250e+02 | max:  6.63000e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  8.04000e+02 | std:  4.66686e+03 | min: -2.75400e+03 | max:  6.08800e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean: -3.27185e+00 | std:  1.79818e+03 | min: -1.11120e+04 | max:  1.24080e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean: -1.21514e+02 | std:  3.01164e+03 | min: -1.09200e+04 | max:  9.10400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  4.18082e+00 | std:  5.09083e+01 | min: -1.66625e+02 | max:  1.92875e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -2.18555e+01 | std:  2.44361e+02 | min: -6.73000e+02 | max:  7.65000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  7.39267e+00 | std:  1.50172e+02 | min: -1.03600e+03 | max:  1.06400e+03
xlstm.layers.0.slstm.Wf.block.bias       | mean: -3.42924e+01 | std:  7.45359e+02 | min: -4.37200e+03 | max:  4.03400e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean: -1.66198e+01 | std:  2.16361e+02 | min: -9.84500e+02 | max:  9.21000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -3.78857e+01 | std:  3.25707e+02 | min: -1.08500e+03 | max:  7.94000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  4.84208e-01 | std:  1.04613e+03 | min: -6.86000e+03 | max:  6.70400e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -1.21514e+02 | std:  3.01164e+03 | min: -1.09200e+04 | max:  9.10400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -3.57182e-01 | std:  1.24988e+02 | min: -8.30500e+02 | max:  1.04900e+03
xlstm.layers.0.slstm.Ri.block.bias       | mean: -2.18555e+01 | std:  2.44361e+02 | min: -6.73000e+02 | max:  7.65000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -3.52218e+00 | std:  2.47400e+02 | min: -2.66000e+03 | max:  2.27000e+03
xlstm.layers.0.slstm.Rf.block.bias       | mean: -3.42924e+01 | std:  7.45359e+02 | min: -4.37200e+03 | max:  4.03400e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean: -2.88317e+00 | std:  1.26412e+02 | min: -9.73500e+02 | max:  6.55000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -3.78857e+01 | std:  3.25707e+02 | min: -1.08500e+03 | max:  7.94000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -9.36079e+01 | std:  8.08857e+02 | min: -1.99303e+03 | max:  2.24679e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  1.37770e+02 | std:  1.13132e+03 | min: -2.22754e+03 | max:  3.69839e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  3.18736e+02 | std:  3.55575e+03 | min: -4.27600e+03 | max:  8.11200e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -1.62267e+03 | std:  8.43998e+03 | min: -1.13120e+04 | max:  4.12800e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  7.54267e+00 | std:  3.72586e+02 | min: -2.20600e+03 | max:  4.40800e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  1.47378e+01 | std:  3.32988e+02 | min: -1.01800e+03 | max:  1.53400e+03
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -5.62172e-01 | std:  4.63079e+02 | min: -3.32400e+03 | max:  3.38000e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -9.46768e+01 | std:  8.18814e+02 | min: -4.14000e+03 | max:  2.61200e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -3.11178e+00 | std:  1.03485e+02 | min: -7.43500e+02 | max:  1.89400e+03
xlstm.layers.0.mlstm.Wi.bias             | mean: -4.54315e+00 | std:  8.86610e+01 | min: -2.66500e+02 | max:  5.78500e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -2.08603e+01 | std:  5.55438e+02 | min: -1.05840e+04 | max:  5.49200e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -3.04794e+01 | std:  5.41595e+02 | min: -3.77400e+03 | max:  2.45400e+03
xlstm.layers.0.mlstm.Wo.weight           | mean: -2.07992e+01 | std:  2.07858e+02 | min: -1.02400e+03 | max:  9.16000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.61814e+01 | std:  3.50377e+02 | min: -1.56200e+03 | max:  7.58500e+02
classifier.weight                        | mean:  7.95364e-03 | std:  8.25191e+02 | min: -3.28400e+03 | max:  3.33600e+03
classifier.bias                          | mean:  1.89583e-01 | std:  2.56160e+03 | min: -8.11200e+03 | max:  4.52000e+03

[Gradient Statistics for Epoch 9]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.42214e+01 | std:  1.22782e+02 | min: -3.77878e+02 | max:  3.42475e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  1.63690e+01 | std:  4.53033e+01 | min: -1.07405e+02 | max:  1.30691e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  7.09115e+01 | std:  9.29641e+01 | min: -1.38750e+02 | max:  1.85625e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -3.16750e+02 | std:  5.51995e+02 | min: -6.86500e+02 | max:  3.17750e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -2.05174e+00 | std:  1.79751e+03 | min: -1.35200e+04 | max:  1.24000e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean:  2.91884e+02 | std:  2.29736e+03 | min: -4.01400e+03 | max:  1.14000e+04
xlstm.layers.0.slstm.Wi.block.weight     | mean: -9.80235e+00 | std:  6.75870e+01 | min: -4.11500e+02 | max:  1.62000e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean:  5.05925e+01 | std:  3.31658e+02 | min: -7.04500e+02 | max:  1.82900e+03
xlstm.layers.0.slstm.Wf.block.weight     | mean:  3.91102e+00 | std:  8.63964e+01 | min: -3.02750e+02 | max:  2.64500e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -1.70911e+01 | std:  4.22720e+02 | min: -1.09200e+03 | max:  1.22800e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean:  8.82234e-01 | std:  2.23783e+02 | min: -1.21400e+03 | max:  1.53900e+03
xlstm.layers.0.slstm.Wo.block.bias       | mean: -1.17840e+01 | std:  3.03069e+02 | min: -8.99000e+02 | max:  7.94000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -3.46747e+00 | std:  1.02696e+03 | min: -7.52800e+03 | max:  1.02640e+04
xlstm.layers.0.slstm.Rz.block.bias       | mean:  2.91884e+02 | std:  2.29736e+03 | min: -4.01400e+03 | max:  1.14000e+04
xlstm.layers.0.slstm.Ri.block.weight     | mean: -9.70137e-01 | std:  1.28743e+02 | min: -1.05300e+03 | max:  1.10100e+03
xlstm.layers.0.slstm.Ri.block.bias       | mean:  5.05925e+01 | std:  3.31658e+02 | min: -7.04500e+02 | max:  1.82900e+03
xlstm.layers.0.slstm.Rf.block.weight     | mean: -1.44722e+00 | std:  1.66042e+02 | min: -1.03000e+03 | max:  8.14000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -1.70911e+01 | std:  4.22720e+02 | min: -1.09200e+03 | max:  1.22800e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.39658e+00 | std:  1.27977e+02 | min: -9.34000e+02 | max:  8.40000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -1.17840e+01 | std:  3.03069e+02 | min: -8.99000e+02 | max:  7.94000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -3.02184e+02 | std:  6.27499e+02 | min: -2.64391e+03 | max:  5.63672e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  3.63380e+01 | std:  6.82922e+02 | min: -1.66219e+03 | max:  1.43872e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  1.05501e+03 | std:  2.31546e+03 | min: -2.82800e+03 | max:  4.38000e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -1.01217e+03 | std:  2.62175e+03 | min: -3.79200e+03 | max:  1.41600e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.50111e+00 | std:  3.97538e+02 | min: -3.49200e+03 | max:  4.39200e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  3.20979e+00 | std:  3.71820e+02 | min: -1.49200e+03 | max:  1.51300e+03
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -9.72799e+00 | std:  8.98022e+02 | min: -1.11200e+04 | max:  1.25840e+04
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  7.47691e+01 | std:  1.32553e+03 | min: -2.65600e+03 | max:  9.92800e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -1.13302e+01 | std:  8.68003e+01 | min: -6.91000e+02 | max:  1.15100e+03
xlstm.layers.0.mlstm.Wi.bias             | mean: -1.41977e+01 | std:  7.03631e+01 | min: -1.63875e+02 | max:  3.56750e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  5.41458e-02 | std:  3.05444e+02 | min: -2.05400e+03 | max:  1.75700e+03
xlstm.layers.0.mlstm.Wf.bias             | mean:  3.97339e-01 | std:  2.82843e+02 | min: -8.28000e+02 | max:  7.23500e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  3.81437e+00 | std:  2.13634e+02 | min: -1.07600e+03 | max:  1.37800e+03
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.87742e+01 | std:  2.78059e+02 | min: -9.69000e+02 | max:  6.69000e+02
classifier.weight                        | mean: -3.10923e-03 | std:  9.24613e+02 | min: -3.56400e+03 | max:  3.62600e+03
classifier.bias                          | mean: -2.29167e-02 | std:  1.95353e+03 | min: -4.55200e+03 | max:  5.04800e+03

[Gradient Statistics for Epoch 10]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.21238e+01 | std:  7.45475e+01 | min: -2.47254e+02 | max:  1.32543e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  2.38243e+01 | std:  6.63939e+01 | min: -1.27287e+02 | max:  1.72991e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  2.12279e+01 | std:  8.02871e+01 | min: -6.98125e+01 | max:  1.57250e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -4.68333e+02 | std:  1.34196e+03 | min: -1.29600e+03 | max:  1.08000e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  7.24091e+00 | std:  1.32331e+03 | min: -6.78000e+03 | max:  8.72000e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -4.05162e+02 | std:  1.87394e+03 | min: -7.60000e+03 | max:  3.58200e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  1.78193e+00 | std:  5.22122e+01 | min: -2.37750e+02 | max:  1.62250e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -7.66274e+00 | std:  2.54320e+02 | min: -6.45000e+02 | max:  1.02900e+03
xlstm.layers.0.slstm.Wf.block.weight     | mean: -1.12693e+00 | std:  8.07650e+01 | min: -3.05250e+02 | max:  2.29000e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean:  4.60507e+00 | std:  3.93274e+02 | min: -9.59000e+02 | max:  1.12500e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean:  2.82121e+00 | std:  1.92337e+02 | min: -9.67000e+02 | max:  1.00900e+03
xlstm.layers.0.slstm.Wo.block.bias       | mean: -2.18215e+00 | std:  2.70269e+02 | min: -8.08500e+02 | max:  1.03500e+03
xlstm.layers.0.slstm.Rz.block.weight     | mean:  1.19447e+00 | std:  7.21569e+02 | min: -3.86400e+03 | max:  3.76600e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -4.05162e+02 | std:  1.87394e+03 | min: -7.60000e+03 | max:  3.58200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  1.02624e+00 | std:  1.04589e+02 | min: -6.62500e+02 | max:  1.01100e+03
xlstm.layers.0.slstm.Ri.block.bias       | mean: -7.66274e+00 | std:  2.54320e+02 | min: -6.45000e+02 | max:  1.02900e+03
xlstm.layers.0.slstm.Rf.block.weight     | mean: -5.38530e-01 | std:  1.72153e+02 | min: -1.23100e+03 | max:  1.12100e+03
xlstm.layers.0.slstm.Rf.block.bias       | mean:  4.60507e+00 | std:  3.93274e+02 | min: -9.59000e+02 | max:  1.12500e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean: -3.63624e-01 | std:  1.03030e+02 | min: -5.63000e+02 | max:  6.03000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.18215e+00 | std:  2.70269e+02 | min: -8.08500e+02 | max:  1.03500e+03
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.30907e+02 | std:  7.72206e+02 | min: -1.23215e+03 | max:  2.85312e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean: -3.53758e+01 | std:  9.47927e+02 | min: -2.26241e+03 | max:  2.82353e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  6.75486e+02 | std:  1.47270e+03 | min: -1.44000e+03 | max:  3.53600e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -3.01417e+02 | std:  1.14709e+03 | min: -1.57400e+03 | max:  6.53000e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -3.73563e+01 | std:  3.99356e+02 | min: -4.44000e+03 | max:  1.89900e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -4.68708e+01 | std:  3.80178e+02 | min: -1.79100e+03 | max:  6.27000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  4.58142e+00 | std:  4.57489e+02 | min: -4.48800e+03 | max:  4.96800e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -4.05990e+01 | std:  6.81926e+02 | min: -5.10800e+03 | max:  1.04200e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -6.97266e+00 | std:  7.17937e+01 | min: -6.78500e+02 | max:  5.42000e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -7.93182e+00 | std:  5.92929e+01 | min: -2.43875e+02 | max:  1.45875e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  5.68940e-01 | std:  3.18770e+02 | min: -1.73500e+03 | max:  3.10200e+03
xlstm.layers.0.mlstm.Wf.bias             | mean:  3.42000e+00 | std:  2.63928e+02 | min: -6.61000e+02 | max:  9.82000e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  7.97749e-01 | std:  1.88199e+02 | min: -1.04400e+03 | max:  1.09100e+03
xlstm.layers.0.mlstm.Wo.bias             | mean: -2.55293e+01 | std:  2.49136e+02 | min: -6.87500e+02 | max:  7.42000e+02
classifier.weight                        | mean: -1.05601e-02 | std:  8.61054e+02 | min: -2.74000e+03 | max:  2.88800e+03
classifier.bias                          | mean:  1.60417e-01 | std:  1.75075e+03 | min: -2.66400e+03 | max:  4.01000e+03

[Gradient Statistics for Epoch 11]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -2.28756e+01 | std:  1.03068e+02 | min: -3.06914e+02 | max:  1.70905e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  3.79122e+01 | std:  1.38107e+02 | min: -1.27693e+02 | max:  3.16351e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  3.74028e+01 | std:  1.81925e+02 | min: -4.05000e+02 | max:  1.86125e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -7.84167e+02 | std:  3.15001e+03 | min: -4.39600e+03 | max:  1.39400e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  4.40471e+01 | std:  2.34403e+03 | min: -2.03360e+04 | max:  1.65280e+04
